"STATE","ABBR","COUNTY","PRECINCTS","REPORTING","OBAMA","MCCAIN","OTHER"
"North Carolina","NC","Bertie ",14,14,6248,3338,22
"North Carolina","NC","Bladen ",19,19,7846,7530,65
"North Carolina","NC","Brunswick ",25,25,21280,30662,332
"North Carolina","NC","Buncombe ",82,82,69415,52236,875
"North Carolina","NC","Burke ",35,35,14623,21766,272
"North Carolina","NC","Cabarrus ",47,47,31191,45340,478
"North Carolina","NC","Caldwell ",25,25,12007,22397,328
"North Carolina","NC","Camden ",5,5,1587,3118,55
"North Carolina","NC","Carteret ",36,36,11079,22868,198
"North Carolina","NC","Caswell ",13,13,5466,5177,83
"North Carolina","NC","Catawba ",42,42,25535,42843,486
"North Carolina","NC","Chatham ",21,21,17783,14591,236
"North Carolina","NC","Cherokee ",18,18,3748,8591,100
"North Carolina","NC","Chowan ",8,8,3652,3751,32
"North Carolina","NC","Clay ",11,11,1731,3692,60
"North Carolina","NC","Cleveland ",30,30,17274,25950,222
"North Carolina","NC","Columbus ",28,28,11088,12998,135
"North Carolina","NC","Craven ",29,29,17335,23163,206
"North Carolina","NC","Cumberland ",71,71,73926,51596,435
"North Carolina","NC","Currituck ",13,13,3685,7159,78
"North Carolina","NC","Dare ",18,18,7760,9621,130
"North Carolina","NC","Davidson ",45,45,22192,45135,535
"North Carolina","NC","Davie ",16,16,6102,13846,149
"North Carolina","NC","Duplin ",21,21,8866,10734,76
"North Carolina","NC","Durham ",59,59,102237,32040,642
"North Carolina","NC","Edgecombe ",23,23,17365,8416,56
"North Carolina","NC","Forsyth ",103,103,90712,73304,918
"North Carolina","NC","Franklin ",20,20,13022,13183,194
"North Carolina","NC","Gaston ",48,48,31247,52220,471
"North Carolina","NC","Gates ",8,8,2827,2546,21
"North Carolina","NC","Graham ",6,6,1265,2824,39
"North Carolina","NC","Granville ",17,17,13010,11373,127
"North Carolina","NC","Greene ",12,12,3774,4258,26
"North Carolina","NC","Guilford ",160,160,141680,97511,1292
"North Carolina","NC","Halifax ",32,32,15726,8867,47
"North Carolina","NC","Harnett ",15,15,16519,23311,215
"North Carolina","NC","Haywood ",31,31,12724,14902,235
"North Carolina","NC","Henderson ",37,37,20062,30903,382
"North Carolina","NC","Hertford ",15,15,7479,3083,24
"North Carolina","NC","Hoke ",16,16,9133,6197,71
"North Carolina","NC","Hyde ",9,9,1225,1203,11
"North Carolina","NC","Iredell ",31,31,27201,44979,444
"North Carolina","NC","Jackson ",19,19,8671,7793,129
"North Carolina","NC","Johnston ",41,41,26475,43164,390
"North Carolina","NC","Jones ",9,9,2364,2807,25
"North Carolina","NC","Lee ",12,12,10703,12652,157
"North Carolina","NC","Lenoir ",24,24,13157,13281,91
"North Carolina","NC","Lincoln ",30,30,11674,23561,271
"North Carolina","NC","Macon ",15,15,6603,10262,156
"North Carolina","NC","Madison ",14,14,5011,5175,104
"North Carolina","NC","Martin ",15,15,6488,5914,31
"North Carolina","NC","McDowell ",19,19,6514,11382,169
"North Carolina","NC","Mecklenburg ",198,198,252642,152957,1891
"North Carolina","NC","Mitchell ",11,11,2220,5472,53
"North Carolina","NC","Montgomery ",16,16,4870,6125,82
"North Carolina","NC","Moore ",27,27,17534,27165,268
"North Carolina","NC","Nash ",28,28,23013,23660,183
"North Carolina","NC","New Hanover ",45,45,48588,50004,558
"North Carolina","NC","Northampton ",20,20,6893,3662,34
"North Carolina","NC","Onslow ",26,26,19296,29942,281
"North Carolina","NC","Orange ",46,46,53712,20226,518
"North Carolina","NC","Pamlico ",12,12,2820,3809,37
"North Carolina","NC","Pasquotank ",15,15,10170,7720,72
"North Carolina","NC","Pender ",22,22,9832,13517,149
"North Carolina","NC","Perquimans ",9,9,2761,3674,29
"North Carolina","NC","Person ",16,16,8410,10007,108
"North Carolina","NC","Pitt ",40,40,39763,33429,251
"North Carolina","NC","Polk ",9,9,4394,5986,122
"North Carolina","NC","Randolph ",42,42,16280,40644,493
"North Carolina","NC","Richmond ",18,18,9586,9316,116
"North Carolina","NC","Robeson ",43,43,22315,16883,205
"North Carolina","NC","Rockingham ",20,20,16730,22435,312
"North Carolina","NC","Rowan ",46,46,23272,37284,476
"North Carolina","NC","Rutherford ",19,19,9595,18631,196
"North Carolina","NC","Sampson ",25,25,11753,13952,104
"North Carolina","NC","Scotland ",12,12,8105,5972,33
"North Carolina","NC","Stanly ",25,25,8815,19193,186
"North Carolina","NC","Stokes ",22,22,6816,14335,256
"North Carolina","NC","Surry ",31,31,10399,18574,220
"North Carolina","NC","Swain ",7,7,2803,2896,49
"North Carolina","NC","Transylvania ",20,20,7203,9299,146
"North Carolina","NC","Tyrrell ",8,8,932,960,14
"North Carolina","NC","Union ",51,51,31038,53882,528
"North Carolina","NC","Vance ",18,18,13095,7584,65
"North Carolina","NC","Wake ",200,200,247914,183291,2869
"North Carolina","NC","Warren ",16,16,6663,2992,32
"North Carolina","NC","Washington ",8,8,3734,2667,19
"North Carolina","NC","Watauga ",22,22,14513,13303,231
"North Carolina","NC","Wayne ",32,32,22507,26800,168
"North Carolina","NC","Wilkes ",30,30,8889,20152,286
"North Carolina","NC","Wilson ",26,26,19754,18338,128
"North Carolina","NC","Yadkin ",14,14,4501,12355,139
"North Carolina","NC","Yancey ",13,13,4470,5021,111
"North Dakota","ND","Adams ",1,1,434,785,48
"North Dakota","ND","Barnes ",15,15,2723,2808,127
"North Dakota","ND","Benson ",8,8,1566,772,32
"North Dakota","ND","Billings ",3,3,114,375,10
"North Dakota","ND","Bottineau ",13,13,1384,2046,70
"North Dakota","ND","Bowman ",4,4,478,1106,55
"North Dakota","ND","Burke ",6,6,285,639,17
"North Dakota","ND","Burleigh ",35,35,15524,25381,725
"North Dakota","ND","Cass ",35,35,37577,32515,1227
"North Dakota","ND","Cavalier ",10,10,930,1125,70
"North Dakota","ND","Dickey ",3,3,1039,1517,50
"North Dakota","ND","Divide ",4,4,461,629,37
"North Dakota","ND","Dunn ",11,11,526,1078,37
"North Dakota","ND","Eddy ",5,5,582,548,34
"North Dakota","ND","Emmons ",5,5,545,1226,61
"North Dakota","ND","Foster ",6,6,687,913,50
"North Dakota","ND","Golden Valley ",1,1,209,640,23
"North Dakota","ND","Grand Forks ",43,43,16079,14498,579
"North Dakota","ND","Grant ",4,4,402,869,44
"North Dakota","ND","Griggs ",7,7,597,682,34
"North Dakota","ND","Hettinger ",3,3,406,892,49
"North Dakota","ND","Kidder ",6,6,421,751,53
"North Dakota","ND","LaMoure ",9,9,868,1307,63
"North Dakota","ND","Logan ",5,5,299,725,32
"North Dakota","ND","McHenry ",8,8,980,1371,60
"North Dakota","ND","McIntosh ",6,6,579,914,37
"North Dakota","ND","McKenzie ",14,14,932,1730,42
"North Dakota","ND","McLean ",11,11,1858,2762,102
"North Dakota","ND","Mercer ",14,14,1472,2788,131
"North Dakota","ND","Morton ",18,18,5073,7853,316
"North Dakota","ND","Mountrail ",9,9,1476,1403,55
"North Dakota","ND","Nelson ",5,5,904,797,45
"North Dakota","ND","Oliver ",7,7,332,680,26
"North Dakota","ND","Pembina ",6,6,1486,1710,89
"North Dakota","ND","Pierce ",8,8,792,1300,45
"North Dakota","ND","Ramsey ",8,8,2311,2358,87
"North Dakota","ND","Ransom ",6,6,1369,993,64
"North Dakota","ND","Renville ",5,5,505,796,42
"North Dakota","ND","Richland ",18,18,3510,3892,150
"North Dakota","ND","Rolette ",5,5,3403,1042,86
"North Dakota","ND","Sargent ",5,5,1112,774,34
"North Dakota","ND","Sheridan ",6,6,227,550,18
"North Dakota","ND","Sioux ",7,7,1144,215,17
"North Dakota","ND","Slope ",3,3,106,297,8
"North Dakota","ND","Stark ",13,13,3794,7019,244
"North Dakota","ND","Steele ",5,5,612,404,14
"North Dakota","ND","Stutsman ",12,12,4042,5484,227
"North Dakota","ND","Towner ",3,3,620,536,40
"North Dakota","ND","Traill ",13,13,2135,1839,60
"North Dakota","ND","Walsh ",18,18,2323,2410,141
"North Dakota","ND","Ward ",32,32,10125,15038,415
"North Dakota","ND","Wells ",6,6,840,1468,68
"North Dakota","ND","Williams ",15,15,2915,6273,161
"Ohio","OH","Adams ",35,35,4041,6725,297
"Ohio","OH","Allen ",121,121,16575,26167,706
"Ohio","OH","Ashland ",65,65,9027,14788,692
"Ohio","OH","Ashtabula ",127,127,24233,18464,2043
"Ohio","OH","Athens ",69,69,19258,9107,602
"Ohio","OH","Auglaize ",40,40,6492,15938,349
"Ohio","OH","Belmont ",83,83,15986,15127,668
"Ohio","OH","Brown ",35,35,7280,11873,401
"Ohio","OH","Butler ",298,298,62871,101537,2303
"Ohio","OH","Carroll ",26,26,6302,6952,449
"Ohio","OH","Champaign ",28,28,7161,10919,351
"Ohio","OH","Clark ",100,100,29122,31821,1108
"Ohio","OH","Clermont ",200,200,30124,60287,1251
"Ohio","OH","Clinton ",38,38,6267,12037,323
"Ohio","OH","Columbiana ",103,103,21222,24891,987
"Ohio","OH","Coshocton ",43,43,7580,8583,489
"Ohio","OH","Crawford ",46,46,8045,12050,556
"Ohio","OH","Cuyahoga ",1436,1436,441836,196369,6804
"Ohio","OH","Darke ",43,43,7456,17226,493
"Ohio","OH","Defiance ",42,42,7394,9334,330
"Ohio","OH","Delaware ",131,131,35848,53670,954
"Ohio","OH","Erie ",62,62,22277,17080,639
"Ohio","OH","Fairfield ",125,125,28487,40708,1087
"Ohio","OH","Fayette ",26,26,4199,6931,183
"Ohio","OH","Franklin ",860,860,305447,205701,6596
"Ohio","OH","Fulton ",35,35,9627,11414,373
"Ohio","OH","Gallia ",35,35,4616,8047,292
"Ohio","OH","Geauga ",96,96,20692,28314,735
"Ohio","OH","Greene ",145,145,27162,39252,852
"Ohio","OH","Guernsey ",35,35,7369,8950,493
"Ohio","OH","Hamilton ",880,880,208802,187862,4103
"Ohio","OH","Hancock ",63,63,13357,21898,671
"Ohio","OH","Hardin ",38,38,4847,7553,340
"Ohio","OH","Harrison ",16,16,3495,3717,228
"Ohio","OH","Henry ",33,33,6163,8091,273
"Ohio","OH","Highland ",37,37,6437,11390,405
"Ohio","OH","Hocking ",34,34,6083,6201,331
"Ohio","OH","Holmes ",19,19,3074,7590,247
"Ohio","OH","Huron ",52,52,9461,10001,447
"Ohio","OH","Jackson ",36,36,5108,7837,363
"Ohio","OH","Jefferson ",82,82,17266,17216,729
"Ohio","OH","Knox ",58,58,10702,16207,557
"Ohio","OH","Lake ",215,215,54786,54441,1869
"Ohio","OH","Lawrence ",84,84,10956,15055,502
"Ohio","OH","Licking ",129,129,19768,30545,932
"Ohio","OH","Logan ",44,44,7615,13440,413
"Ohio","OH","Lorain ",235,235,77719,55031,2342
"Ohio","OH","Lucas ",495,495,134729,70865,3130
"Ohio","OH","Madison ",43,43,6193,10178,302
"Ohio","OH","Mahoning ",287,287,76356,44339,2475
"Ohio","OH","Marion ",84,84,12016,14840,664
"Ohio","OH","Medina ",151,151,24614,31785,890
"Ohio","OH","Meigs ",27,27,3990,5891,240
"Ohio","OH","Mercer ",41,41,5636,14730,306
"Ohio","OH","Miami ",82,82,10739,22217,709
"Ohio","OH","Monroe ",29,29,3623,2973,209
"Ohio","OH","Montgomery ",548,548,136110,123040,3641
"Ohio","OH","Morgan ",22,22,2921,3387,198
"Ohio","OH","Morrow ",33,33,5960,9787,379
"Ohio","OH","Muskingum ",85,85,17209,20174,779
"Ohio","OH","Noble ",27,27,2419,3387,240
"Ohio","OH","Ottawa ",44,44,11760,10417,396
"Ohio","OH","Paulding ",18,18,4043,5204,278
"Ohio","OH","Perry ",42,42,7128,7585,415
"Ohio","OH","Pickaway ",48,48,8229,13087,393
"Ohio","OH","Pike ",24,24,5833,6005,300
"Ohio","OH","Portage ",131,131,32160,26959,1184
"Ohio","OH","Preble ",45,45,6846,13340,432
"Ohio","OH","Putnam ",35,35,5169,12855,323
"Ohio","OH","Richland ",113,113,24473,32590,1296
"Ohio","OH","Ross ",76,76,13636,16027,605
"Ohio","OH","Sandusky ",72,72,15101,13935,569
"Ohio","OH","Scioto ",92,92,14470,16472,637
"Ohio","OH","Seneca ",52,52,12751,13588,524
"Ohio","OH","Shelby ",35,35,6777,15005,394
"Ohio","OH","Stark ",364,364,66712,63283,2823
"Ohio","OH","Summit ",475,475,151932,107937,3380
"Ohio","OH","Trumbull ",273,273,62254,39319,2522
"Ohio","OH","Tuscarawas ",81,81,20957,19940,973
"Ohio","OH","Union ",46,46,8348,15049,407
"Ohio","OH","Van Wert ",39,39,5046,8993,301
"Ohio","OH","Vinton ",20,20,2405,2962,158
"Ohio","OH","Warren ",172,172,32372,69741,1096
"Ohio","OH","Washington ",56,56,12082,16638,535
"Ohio","OH","Wayne ",96,96,21144,28730,1062
"Ohio","OH","Williams ",46,46,7892,9618,338
"Ohio","OH","Wood ",97,97,32956,28819,1048
"Ohio","OH","Wyandot ",27,27,4362,6190,242
"Oklahoma","OK","Adair ",18,18,2049,4636,0
"Oklahoma","OK","Alfalfa ",11,11,411,2023,0
"Oklahoma","OK","Atoka ",15,15,1370,3509,0
"Oklahoma","OK","Beaver ",9,9,265,2197,0
"Oklahoma","OK","Beckham ",13,13,1625,5769,0
"Oklahoma","OK","Blaine ",11,11,1011,3100,0
"Oklahoma","OK","Bryan ",29,29,4423,9295,0
"Oklahoma","OK","Caddo ",25,25,3395,6401,0
"Oklahoma","OK","Canadian ",53,53,11422,36411,0
"Oklahoma","OK","Carter ",28,28,5603,13241,0
"Oklahoma","OK","Cherokee ",26,26,7193,9182,0
"Oklahoma","OK","Choctaw ",18,18,1859,3729,0
"Oklahoma","OK","Cimarron ",7,7,152,1119,0
"Oklahoma","OK","Cleveland ",91,91,39673,64730,0
"Oklahoma","OK","Coal ",12,12,570,1609,0
"Oklahoma","OK","Comanche ",43,43,14120,20127,0
"Oklahoma","OK","Cotton ",12,12,690,1793,0
"Oklahoma","OK","Craig ",17,17,2072,3858,0
"Oklahoma","OK","Creek ",43,43,8318,20181,0
"Oklahoma","OK","Custer ",13,13,2660,7842,0
"Oklahoma","OK","Delaware ",22,22,5084,10274,0
"Oklahoma","OK","Dewey ",11,11,346,1857,0
"Oklahoma","OK","Ellis ",10,10,282,1627,0
"Oklahoma","OK","Garfield ",33,33,5545,17066,0
"Oklahoma","OK","Garvin ",24,24,3028,7708,0
"Oklahoma","OK","Grady ",42,42,5516,15187,0
"Oklahoma","OK","Grant ",10,10,514,1836,0
"Oklahoma","OK","Greer ",16,16,566,1548,0
"Oklahoma","OK","Harmon ",8,8,333,757,0
"Oklahoma","OK","Harper ",9,9,221,1342,0
"Oklahoma","OK","Haskell ",17,17,1474,3206,0
"Oklahoma","OK","Hughes ",16,16,1705,3132,0
"Oklahoma","OK","Jackson ",19,19,2263,6716,0
"Oklahoma","OK","Jefferson ",11,11,805,1649,0
"Oklahoma","OK","Johnston ",13,13,1246,2707,0
"Oklahoma","OK","Kay ",34,34,5462,13229,0
"Oklahoma","OK","Kingfisher ",17,17,1009,5372,0
"Oklahoma","OK","Kiowa ",14,14,1226,2536,0
"Oklahoma","OK","Latimer ",13,13,1313,2857,0
"Oklahoma","OK","LeFlore ",39,39,5136,11603,0
"Oklahoma","OK","Lincoln ",23,23,3503,10468,0
"Oklahoma","OK","Logan ",23,23,5716,12555,0
"Oklahoma","OK","Love ",13,13,1257,2589,0
"Oklahoma","OK","Major ",14,14,515,2955,0
"Oklahoma","OK","Marshall ",12,12,1642,3729,0
"Oklahoma","OK","Mayes ",26,26,5749,10231,0
"Oklahoma","OK","McClain ",26,26,3550,11184,0
"Oklahoma","OK","McCurtain ",32,32,2792,7744,0
"Oklahoma","OK","McIntosh ",17,17,3318,4903,0
"Oklahoma","OK","Murray ",12,12,1592,3746,0
"Oklahoma","OK","Muskogee ",33,33,11286,15276,0
"Oklahoma","OK","Noble ",17,17,1174,3881,0
"Oklahoma","OK","Nowata ",12,12,1411,3029,0
"Oklahoma","OK","Okfuskee ",16,16,1478,2642,0
"Oklahoma","OK","Oklahoma ",305,305,116133,163099,0
"Oklahoma","OK","Okmulgee ",34,34,6187,8724,0
"Oklahoma","OK","Osage ",31,31,7493,12150,0
"Oklahoma","OK","Ottawa ",20,20,4266,6904,0
"Oklahoma","OK","Pawnee ",12,12,2063,4533,0
"Oklahoma","OK","Payne ",39,39,10601,18435,0
"Oklahoma","OK","Pittsburg ",49,49,5454,11739,0
"Oklahoma","OK","Pontotoc ",26,26,4511,9749,0
"Oklahoma","OK","Pottawatomie ",31,31,7906,17728,0
"Oklahoma","OK","Pushmataha ",17,17,1265,3208,0
"Oklahoma","OK","Roger Mills ",10,10,286,1502,0
"Oklahoma","OK","Rogers ",34,34,10770,27732,0
"Oklahoma","OK","Seminole ",16,16,2977,5599,0
"Oklahoma","OK","Sequoyah ",33,33,4454,9465,0
"Oklahoma","OK","Stephens ",29,29,4538,14392,0
"Oklahoma","OK","Texas ",16,16,923,5332,0
"Oklahoma","OK","Tillman ",10,10,1042,2195,0
"Oklahoma","OK","Tulsa ",273,273,96106,158322,0
"Oklahoma","OK","Wagoner ",38,38,8805,21426,0
"Oklahoma","OK","Washington ",24,24,6308,16457,0
"Oklahoma","OK","Washita ",13,13,1050,3716,0
"Oklahoma","OK","Woods ",8,8,870,3043,0
"Oklahoma","OK","Woodward ",15,15,1348,6402,0
"Oregon","OR","Baker ",5,5,2795,5643,235
"Oregon","OR","Benton ",23,23,29421,15036,962
"Oregon","OR","Clackamas ",104,104,95237,76161,3066
"Oregon","OR","Clatsop ",10,10,10579,7113,481
"Oregon","OR","Columbia ",14,14,13253,10351,698
"Oregon","OR","Coos ",18,18,14270,15236,885
"Oregon","OR","Crook ",6,6,3623,6348,272
"Oregon","OR","Curry ",7,7,5216,6626,338
"Oregon","OR","Deschutes ",44,44,38612,38918,1388
"Oregon","OR","Douglas ",31,31,19153,28635,1127
"Oregon","OR","Gilliam ",1,1,429,642,26
"Oregon","OR","Grant ",2,2,980,2670,82
"Oregon","OR","Harney ",2,2,946,2592,111
"Oregon","OR","Hood River ",5,5,6229,3240,207
"Oregon","OR","Jackson ",56,56,47664,47806,2022
"Oregon","OR","Jefferson ",5,5,3648,4360,177
"Oregon","OR","Josephine ",24,24,17338,22926,1232
"Oregon","OR","Klamath ",17,17,9115,18682,701
"Oregon","OR","Lake ",2,2,954,2631,79
"Oregon","OR","Lane ",97,97,104010,58149,3283
"Oregon","OR","Lincoln ",13,13,13991,8649,603
"Oregon","OR","Linn ",29,29,21702,27576,1261
"Oregon","OR","Malheur ",6,6,2922,7099,251
"Oregon","OR","Marion ",70,70,55610,53174,2383
"Oregon","OR","Morrow ",2,2,1398,2501,108
"Oregon","OR","Multnomah ",198,164,264741,71084,7053
"Oregon","OR","Polk ",19,19,17046,17272,687
"Oregon","OR","Sherman ",1,1,382,632,20
"Oregon","OR","Tillamook ",7,7,7018,5732,351
"Oregon","OR","Umatilla ",15,15,9400,15126,576
"Oregon","OR","Union ",7,7,4612,7563,289
"Oregon","OR","Wallowa ",2,2,1490,2832,95
"Oregon","OR","Wasco ",6,6,5649,4900,268
"Oregon","OR","Washington ",127,127,128402,80203,3784
"Oregon","OR","Wheeler ",1,1,276,497,26
"Oregon","OR","Yamhill ",24,24,20494,21068,981
"Pennsylvania","PA","Adams ",49,49,17475,26134,507
"Pennsylvania","PA","Allegheny ",1321,1321,368453,269819,5880
"Pennsylvania","PA","Armstrong ",74,74,10729,17715,392
"Pennsylvania","PA","Beaver ",129,129,39738,42358,1069
"Pennsylvania","PA","Bedford ",40,40,6001,15928,258
"Pennsylvania","PA","Berks ",193,193,91803,75868,2326
"Pennsylvania","PA","Blair ",97,97,18798,30812,547
"Pennsylvania","PA","Bradford ",61,61,10202,14911,419
"Pennsylvania","PA","Bucks ",304,304,178345,149860,3644
"Pennsylvania","PA","Butler ",89,89,29882,52294,999
"Pennsylvania","PA","Cambria ",165,165,30697,29981,1176
"Pennsylvania","PA","Cameron ",10,10,802,1239,109
"Pennsylvania","PA","Carbon ",45,45,13235,12646,493
"Pennsylvania","PA","Centre ",89,89,41141,32543,810
"Pennsylvania","PA","Chester ",224,224,135150,112266,2051
"Pennsylvania","PA","Clarion ",41,41,6415,10126,242
"Pennsylvania","PA","Clearfield ",71,71,14549,18656,596
"Pennsylvania","PA","Clinton ",34,34,6799,7126,181
"Pennsylvania","PA","Columbia ",42,42,12597,13704,334
"Pennsylvania","PA","Crawford ",67,67,15684,19265,544
"Pennsylvania","PA","Cumberland ",107,107,45355,59693,1190
"Pennsylvania","PA","Dauphin ",159,159,69352,57964,1310
"Pennsylvania","PA","Delaware ",425,425,170949,109766,2744
"Pennsylvania","PA","Elk ",32,32,6910,6252,292
"Pennsylvania","PA","Erie ",155,155,74206,49284,1534
"Pennsylvania","PA","Fayette ",105,105,25509,25669,607
"Pennsylvania","PA","Forest ",9,9,1014,1366,40
"Pennsylvania","PA","Franklin ",75,75,21052,41711,560
"Pennsylvania","PA","Fulton ",13,13,1562,4612,88
"Pennsylvania","PA","Greene ",44,44,7365,7451,243
"Pennsylvania","PA","Huntingdon ",58,58,6611,11724,265
"Pennsylvania","PA","Indiana ",69,69,16964,19617,507
"Pennsylvania","PA","Jefferson ",37,37,6132,11248,284
"Pennsylvania","PA","Juniata ",20,20,3055,6463,159
"Pennsylvania","PA","Lackawanna ",163,163,67112,39198,858
"Pennsylvania","PA","Lancaster ",237,237,97290,124475,1943
"Pennsylvania","PA","Lawrence ",106,106,19371,21496,522
"Pennsylvania","PA","Lebanon ",55,55,22004,32325,628
"Pennsylvania","PA","Lehigh ",151,151,86226,62668,1993
"Pennsylvania","PA","Luzerne ",189,189,71903,60512,1544
"Pennsylvania","PA","Lycoming ",86,86,18335,30215,574
"Pennsylvania","PA","McKean ",42,42,6186,8835,249
"Pennsylvania","PA","Mercer ",100,100,24319,24321,805
"Pennsylvania","PA","Mifflin ",30,30,5364,10904,197
"Pennsylvania","PA","Monroe ",50,50,36655,25892,639
"Pennsylvania","PA","Montgomery ",413,413,249493,163030,3466
"Pennsylvania","PA","Montour ",15,15,3347,4555,85
"Pennsylvania","PA","Northampton ",151,151,74956,58352,1775
"Pennsylvania","PA","Northumberland ",94,94,13555,18012,569
"Pennsylvania","PA","Perry ",32,32,6384,13032,290
"Pennsylvania","PA","Philadelphia ",1681,1681,574930,113260,3972
"Pennsylvania","PA","Pike ",18,18,11448,12456,286
"Pennsylvania","PA","Potter ",33,33,2277,5073,98
"Pennsylvania","PA","Schuylkill ",167,167,28187,33682,987
"Pennsylvania","PA","Snyder ",25,25,5375,9895,197
"Pennsylvania","PA","Somerset ",68,68,12437,20925,589
"Pennsylvania","PA","Sullivan ",15,15,1228,1840,46
"Pennsylvania","PA","Susquehanna ",43,43,8314,10551,269
"Pennsylvania","PA","Tioga ",43,43,6012,10542,249
"Pennsylvania","PA","Union ",27,27,7207,9720,203
"Pennsylvania","PA","Venango ",48,48,8708,12817,332
"Pennsylvania","PA","Warren ",33,33,8669,9824,307
"Pennsylvania","PA","Washington ",184,184,44286,48753,1128
"Pennsylvania","PA","Wayne ",37,37,9824,12618,239
"Pennsylvania","PA","Westmoreland ",306,306,69004,96786,1770
"Pennsylvania","PA","Wyoming ",30,30,5631,6494,161
"Pennsylvania","PA","York ",159,159,81748,107367,2076
"Rhodes Island","RI","Bristol ",23,23,15185,8701,364
"Rhodes Island","RI","Kent ",96,96,45932,32278,1436
"Rhodes Island","RI","Newport ",45,45,23550,14538,612
"Rhodes Island","RI","Providence ",311,300,154526,72890,3727
"Rhodes Island","RI","Washington ",66,65,36295,24095,1132
"South Carolina","SC","Abbeville ",19,19,4586,6224,144
"South Carolina","SC","Aiken ",78,78,25982,42706,814
"South Carolina","SC","Allendale ",13,13,3017,940,58
"South Carolina","SC","Anderson ",81,81,23807,48389,962
"South Carolina","SC","Bamberg ",18,18,4402,2306,79
"South Carolina","SC","Barnwell ",20,20,4926,4769,98
"South Carolina","SC","Beaufort ",89,89,30363,37777,652
"South Carolina","SC","Berkeley ",55,55,27657,36097,821
"South Carolina","SC","Calhoun ",17,17,3964,3691,73
"South Carolina","SC","Charleston ",187,187,82280,69521,1908
"South Carolina","SC","Cherokee ",38,38,7191,13266,246
"South Carolina","SC","Chester ",27,27,7405,6278,185
"South Carolina","SC","Chesterfield ",34,34,7840,8323,192
"South Carolina","SC","Clarendon ",30,30,8347,6211,113
"South Carolina","SC","Colleton ",37,37,8576,8500,180
"South Carolina","SC","Darlington ",37,37,14475,14532,285
"South Carolina","SC","Dillon ",25,25,7406,5873,135
"South Carolina","SC","Dorchester ",54,54,21691,29785,668
"South Carolina","SC","Edgefield ",17,17,5072,6332,111
"South Carolina","SC","Fairfield ",27,27,7591,3912,116
"South Carolina","SC","Florence ",68,68,26491,27611,494
"South Carolina","SC","Georgetown ",39,39,14053,15694,298
"South Carolina","SC","Greenville ",144,144,70618,115822,3388
"South Carolina","SC","Greenwood ",46,46,12219,16804,323
"South Carolina","SC","Hampton ",23,23,5811,3438,94
"South Carolina","SC","Horry ",123,123,38575,64197,1305
"South Carolina","SC","Jasper ",19,19,5267,3363,100
"South Carolina","SC","Kershaw ",39,39,11149,16370,293
"South Carolina","SC","Lancaster ",34,34,12089,16383,341
"South Carolina","SC","Laurens ",39,39,10565,15314,370
"South Carolina","SC","Lee ",27,27,5958,3073,119
"South Carolina","SC","Lexington ",93,93,31540,70197,1127
"South Carolina","SC","Marion ",22,22,9575,5410,150
"South Carolina","SC","Marlboro ",20,20,6699,3948,85
"South Carolina","SC","McCormick ",15,15,2747,2436,40
"South Carolina","SC","Newberry ",35,35,6689,9607,200
"South Carolina","SC","Oconee ",35,35,9475,21157,487
"South Carolina","SC","Orangeburg ",58,58,26978,12037,369
"South Carolina","SC","Pickens ",57,57,11640,32453,836
"South Carolina","SC","Richland ",130,130,104029,57234,1434
"South Carolina","SC","Saluda ",23,23,3308,5168,89
"South Carolina","SC","Spartanburg ",97,97,40855,63385,1609
"South Carolina","SC","Sumter ",63,63,22594,15945,302
"South Carolina","SC","Union ",28,28,5925,7447,167
"South Carolina","SC","Williamsburg ",33,33,11257,4989,133
"South Carolina","SC","York ",78,78,37437,53842,1260
"South Dakota","SD","Aurora ",7,7,655,794,46
"South Dakota","SD","Beadle ",14,14,3493,4054,167
"South Dakota","SD","Bennett ",8,8,557,614,37
"South Dakota","SD","Bon Homme ",5,5,1367,1712,96
"South Dakota","SD","Brookings ",15,15,7207,6431,307
"South Dakota","SD","Brown ",22,22,9041,8067,318
"South Dakota","SD","Brule ",5,5,965,1407,67
"South Dakota","SD","Buffalo ",3,3,454,156,9
"South Dakota","SD","Butte ",16,16,1306,2821,129
"South Dakota","SD","Campbell ",5,5,243,591,20
"South Dakota","SD","Charles Mix ",13,13,1807,2109,62
"South Dakota","SD","Clark ",13,13,830,1065,45
"South Dakota","SD","Clay ",11,11,3808,2296,138
"South Dakota","SD","Codington ",33,33,5595,6374,216
"South Dakota","SD","Corson ",17,17,837,535,34
"South Dakota","SD","Custer ",10,10,1475,2909,123
"South Dakota","SD","Davison ",21,21,3554,4731,170
"South Dakota","SD","Day ",14,14,1785,1372,48
"South Dakota","SD","Deuel ",11,11,1054,1088,76
"South Dakota","SD","Dewey ",13,13,1326,658,32
"South Dakota","SD","Douglas ",5,5,424,1293,39
"South Dakota","SD","Edmunds ",7,7,819,1213,44
"South Dakota","SD","Fall River ",16,16,1338,2348,123
"South Dakota","SD","Faulk ",7,7,426,739,27
"South Dakota","SD","Grant ",18,18,1786,1951,93
"South Dakota","SD","Gregory ",3,3,771,1423,53
"South Dakota","SD","Haakon ",6,6,186,938,27
"South Dakota","SD","Hamlin ",7,7,1043,1661,83
"South Dakota","SD","Hand ",10,10,718,1247,46
"South Dakota","SD","Hanson ",5,5,961,1426,44
"South Dakota","SD","Harding ",10,10,135,575,24
