"STATE","ABBR","COUNTY","PRECINCTS","REPORTING","OBAMA","MCCAIN","OTHER"
"Virginia","VA","Prince George ",13,13,7130,8752,108
"Virginia","VA","Prince William ",75,75,93386,67589,1148
"Virginia","VA","Pulaski ",13,13,5918,8857,252
"Virginia","VA","Radford ",4,4,2930,2418,77
"Virginia","VA","Rappahannock ",6,6,2105,2227,62
"Virginia","VA","Richmond ",8,8,1618,2092,33
"Virginia","VA","Richmond City ",67,67,73180,18472,700
"Virginia","VA","Roanoke ",34,34,19812,30571,507
"Virginia","VA","Roanoke City ",33,33,24934,15394,385
"Virginia","VA","Rockbridge ",18,18,4347,5732,94
"Virginia","VA","Rockingham ",29,29,10453,22468,348
"Virginia","VA","Russell ",15,15,4931,6389,146
"Virginia","VA","Salem ",11,11,5164,7088,131
"Virginia","VA","Scott ",18,18,2725,6980,142
"Virginia","VA","Shenandoah ",17,17,6903,11995,250
"Virginia","VA","Smyth ",15,15,4239,7817,209
"Virginia","VA","Southampton ",14,14,4402,4583,76
"Virginia","VA","Spotsylvania ",29,29,24897,28610,481
"Virginia","VA","Stafford ",25,25,25716,29221,401
"Virginia","VA","Staunton ",6,6,5569,5330,98
"Virginia","VA","Suffolk ",23,23,22233,18592,248
"Virginia","VA","Surry ",7,7,2626,1663,36
"Virginia","VA","Sussex ",11,11,3301,2026,34
"Virginia","VA","Tazewell ",25,25,5596,11201,216
"Virginia","VA","Virginia Beach ",95,95,98763,100225,1681
"Virginia","VA","Warren ",14,14,6997,8879,213
"Virginia","VA","Washington ",19,19,8063,16077,312
"Virginia","VA","Waynesboro ",5,5,3906,4815,126
"Virginia","VA","Westmoreland ",7,7,4577,3719,74
"Virginia","VA","Williamsburg ",3,3,4328,2353,81
"Virginia","VA","Winchester ",5,5,5268,4725,119
"Virginia","VA","Wise ",13,13,4995,8914,188
"Virginia","VA","Wythe ",12,12,4107,8207,149
"Virginia","VA","York ",14,14,13700,19833,306
"Washington","WA","Adams ",11,9,1346,2822,73
"Washington","WA","Asotin ",23,21,4114,5407,190
"Washington","WA","Benton ",160,156,23366,40244,1087
"Washington","WA","Chelan ",73,73,13678,17484,567
"Washington","WA","Clallam ",86,75,17512,15978,695
"Washington","WA","Clark ",361,361,93541,82631,3117
"Washington","WA","Columbia ",5,4,667,1447,41
"Washington","WA","Cowlitz ",103,78,18944,13969,745
"Washington","WA","Douglas ",35,23,4631,7048,187
"Washington","WA","Ferry ",8,5,1386,1817,103
"Washington","WA","Franklin ",44,41,6536,10787,258
"Washington","WA","Garfield ",3,3,384,966,20
"Washington","WA","Grant ",61,61,9364,16756,664
"Washington","WA","Grays Harbor ",69,69,15759,11614,699
"Washington","WA","Island ",90,90,21688,19070,661
"Washington","WA","Jefferson ",41,41,12914,6195,392
"Washington","WA","King ",2058,1934,545329,217589,11218
"Washington","WA","Kitsap ",270,243,61255,47456,2043
"Washington","WA","Kittitas ",39,39,7887,9320,362
"Washington","WA","Klickitat ",23,23,4871,4868,249
"Washington","WA","Lewis ",78,65,11719,17293,651
"Washington","WA","Lincoln ",13,13,2024,3794,142
"Washington","WA","Mason ",61,61,14934,12512,650
"Washington","WA","Okanogan ",39,30,6163,6942,344
"Washington","WA","Pacific ",25,25,6066,4531,285
"Washington","WA","Pend Oreille ",15,15,2546,3704,271
"Washington","WA","Pierce ",764,626,143491,111851,4581
"Washington","WA","San Juan ",22,21,7172,2889,186
"Washington","WA","Skagit ",122,122,28145,23031,1023
"Washington","WA","Skamania ",12,10,2797,2513,148
"Washington","WA","Snohomish ",695,681,177471,120064,5850
"Washington","WA","Spokane ",485,485,102164,105059,5183
"Washington","WA","Stevens ",50,41,6386,9308,448
"Washington","WA","Thurston ",275,269,69999,44565,2170
"Washington","WA","Wahkiakum ",5,4,1112,1100,68
"Washington","WA","Walla Walla ",59,44,7539,10632,314
"Washington","WA","Whatcom ",215,199,53313,36635,1635
"Washington","WA","Whitman ",38,29,6935,6408,303
"Washington","WA","Yakima ",183,183,32484,40877,1279
"West Virginia","WV","Barbour ",23,23,2415,3678,128
"West Virginia","WV","Berkeley ",66,66,15945,20779,455
"West Virginia","WV","Boone ",37,37,4490,3603,204
"West Virginia","WV","Braxton ",22,22,2691,2618,75
"West Virginia","WV","Brooke ",27,27,4666,4932,177
"West Virginia","WV","Cabell ",72,72,15110,18571,501
"West Virginia","WV","Calhoun ",10,10,976,1345,70
"West Virginia","WV","Clay ",13,13,1417,1748,89
"West Virginia","WV","Doddridge ",12,12,732,2205,65
"West Virginia","WV","Fayette ",39,39,7134,7578,291
"West Virginia","WV","Gilmer ",12,12,1117,1578,83
"West Virginia","WV","Grant ",15,15,987,3150,55
"West Virginia","WV","Greenbrier ",29,29,5561,7347,266
"West Virginia","WV","Hampshire ",23,23,2968,5197,141
"West Virginia","WV","Hancock ",28,28,5285,7257,190
"West Virginia","WV","Hardy ",14,14,1880,3360,124
"West Virginia","WV","Harrison ",85,85,13488,17715,463
"West Virginia","WV","Jackson ",36,36,4821,7066,213
"West Virginia","WV","Jefferson ",31,31,11606,10526,251
"West Virginia","WV","Kanawha ",160,160,40148,40588,924
"West Virginia","WV","Lewis ",24,24,2096,4312,158
"West Virginia","WV","Lincoln ",35,35,2972,3556,166
"West Virginia","WV","Logan ",35,35,4862,6297,238
"West Virginia","WV","Marion ",77,77,11507,11389,478
"West Virginia","WV","Marshall ",45,45,5943,7709,243
"West Virginia","WV","Mason ",38,38,4444,5822,266
"West Virginia","WV","McDowell ",43,43,3410,2852,117
"West Virginia","WV","Mercer ",60,60,7388,13167,324
"West Virginia","WV","Mineral ",32,32,3717,7546,178
"West Virginia","WV","Mingo ",39,39,3567,4565,167
"West Virginia","WV","Monongalia ",72,72,16853,15612,535
"West Virginia","WV","Monroe ",18,18,1969,3344,163
"West Virginia","WV","Morgan ",13,13,2704,4408,127
"West Virginia","WV","Nicholas ",28,28,6007,6115,272
"West Virginia","WV","Ohio ",39,39,8481,10590,253
"West Virginia","WV","Pendleton ",13,13,1049,1605,41
"West Virginia","WV","Pleasants ",11,11,1127,1753,60
"West Virginia","WV","Pocahontas ",15,15,1538,1993,82
"West Virginia","WV","Preston ",35,35,4190,7299,264
"West Virginia","WV","Putnam ",48,48,9424,15295,285
"West Virginia","WV","Raleigh ",63,63,10115,17358,467
"West Virginia","WV","Randolph ",27,27,4527,6051,231
"West Virginia","WV","Ritchie ",15,15,989,2753,65
"West Virginia","WV","Roane ",20,20,2506,2936,109
"West Virginia","WV","Summers ",15,15,2276,2875,134
"West Virginia","WV","Taylor ",18,18,2420,3518,134
"West Virginia","WV","Tucker ",11,11,1280,2118,96
"West Virginia","WV","Tyler ",12,12,1234,2390,84
"West Virginia","WV","Upshur ",29,29,2896,5870,131
"West Virginia","WV","Wayne ",37,37,6101,8890,340
"West Virginia","WV","Webster ",14,14,1543,1374,112
"West Virginia","WV","Wetzel ",22,22,2919,3318,166
"West Virginia","WV","Wirt ",9,9,777,1482,46
"West Virginia","WV","Wood ",85,85,12446,22670,515
"West Virginia","WV","Wyoming ",36,36,2724,4605,174
"Wisconsin","WI","Adams ",20,20,5808,3976,167
"Wisconsin","WI","Ashland ",26,26,5697,2507,96
"Wisconsin","WI","Barron ",36,36,12076,10456,301
"Wisconsin","WI","Bayfield ",28,28,5978,3316,102
"Wisconsin","WI","Brown ",92,92,67241,55827,1410
"Wisconsin","WI","Buffalo ",23,23,3979,2946,124
"Wisconsin","WI","Burnett ",24,24,4337,4200,129
"Wisconsin","WI","Calumet ",33,33,13296,12720,407
"Wisconsin","WI","Chippewa ",40,40,16236,13489,462
"Wisconsin","WI","Clark ",51,51,7450,6337,293
"Wisconsin","WI","Columbia ",37,37,16658,12189,342
"Wisconsin","WI","Crawford ",27,27,5124,2905,127
"Wisconsin","WI","Dane ",234,234,202812,71829,3342
"Wisconsin","WI","Dodge ",54,54,19178,23013,543
"Wisconsin","WI","Door ",33,33,10142,7112,190
"Wisconsin","WI","Douglas ",31,31,15827,7833,345
"Wisconsin","WI","Dunn ",35,35,13055,9616,353
"Wisconsin","WI","Eau Claire ",57,57,33143,20944,793
"Wisconsin","WI","Florence ",8,8,1134,1512,33
"Wisconsin","WI","Fond du Lac ",75,75,23457,28155,601
"Wisconsin","WI","Forest ",18,18,2671,1960,46
"Wisconsin","WI","Grant ",55,55,14911,9109,326
"Wisconsin","WI","Green ",26,26,11499,6730,250
"Wisconsin","WI","Green Lake ",16,16,3998,5392,128
"Wisconsin","WI","Iowa ",35,35,8076,3915,133
"Wisconsin","WI","Iron ",19,19,1915,1470,46
"Wisconsin","WI","Jackson ",27,27,5572,3550,117
"Wisconsin","WI","Jefferson ",42,42,21448,21095,526
"Wisconsin","WI","Juneau ",29,29,6209,5187,167
"Wisconsin","WI","Kenosha ",96,96,45615,31237,1074
"Wisconsin","WI","Kewaunee ",14,14,5902,4711,144
"Wisconsin","WI","La Crosse ",42,42,38514,23698,798
"Wisconsin","WI","Lafayette ",28,28,4732,2984,106
"Wisconsin","WI","Langlade ",27,27,5182,5081,117
"Wisconsin","WI","Lincoln ",25,25,8419,6510,261
"Wisconsin","WI","Manitowoc ",42,42,22421,19231,656
"Wisconsin","WI","Marathon ",141,141,36363,30339,1071
"Wisconsin","WI","Marinette ",30,30,11124,9705,286
"Wisconsin","WI","Marquette ",19,19,4051,3625,109
"Wisconsin","WI","Menominee ",1,1,1257,185,5
"Wisconsin","WI","Milwaukee ",487,487,316916,147573,4777
"Wisconsin","WI","Monroe ",34,34,10178,8657,248
"Wisconsin","WI","Oconto ",29,29,9926,8754,254
"Wisconsin","WI","Oneida ",29,29,11905,9627,332
"Wisconsin","WI","Outagamie ",97,97,50255,39641,1360
"Wisconsin","WI","Ozaukee ",55,55,20570,32160,514
"Wisconsin","WI","Pepin ",11,11,2101,1615,51
"Wisconsin","WI","Pierce ",28,28,11695,9715,402
"Wisconsin","WI","Polk ",36,36,10876,11282,420
"Wisconsin","WI","Portage ",45,45,24815,13807,666
"Wisconsin","WI","Price ",44,44,4559,3458,157
"Wisconsin","WI","Racine ",67,67,53405,45941,1088
"Wisconsin","WI","Richland ",33,33,5072,3348,90
"Wisconsin","WI","Rock ",88,88,50515,27356,1099
"Wisconsin","WI","Rusk ",33,33,3855,3253,134
"Wisconsin","WI","Sauk ",39,39,18606,11567,382
"Wisconsin","WI","Sawyer ",21,21,4763,4199,107
"Wisconsin","WI","Shawano ",43,43,10192,9381,257
"Wisconsin","WI","Sheboygan ",60,60,30392,30796,778
"Wisconsin","WI","St. Croix ",40,40,20989,22657,675
"Wisconsin","WI","Taylor ",27,27,4560,4586,175
"Wisconsin","WI","Trempealeau ",26,26,8320,4807,161
"Wisconsin","WI","Vernon ",33,33,8478,5377,218
"Wisconsin","WI","Vilas ",15,15,6490,7054,142
"Wisconsin","WI","Walworth ",44,44,24176,25482,618
"Wisconsin","WI","Washburn ",26,26,4716,4259,108
"Wisconsin","WI","Washington ",48,48,25713,47725,814
"Wisconsin","WI","Waukesha ",209,209,85248,145089,2053
"Wisconsin","WI","Waupaca ",38,38,12952,12131,282
"Wisconsin","WI","Waushara ",26,26,5868,5769,185
"Wisconsin","WI","Winnebago ",80,80,48156,37943,1279
"Wisconsin","WI","Wood ",34,34,21705,16576,646
"Wyoming","WY","Albany ",22,22,8618,7981,413
"Wyoming","WY","Big Horn ",13,13,1108,4043,117
"Wyoming","WY","Campbell ",35,35,2986,13001,238
"Wyoming","WY","Carbon ",19,19,2336,4331,149
"Wyoming","WY","Converse ",19,19,1380,4924,121
"Wyoming","WY","Crook ",17,17,612,2967,82
"Wyoming","WY","Fremont ",32,32,6016,11082,383
"Wyoming","WY","Goshen ",24,24,1832,3942,108
"Wyoming","WY","Hot Springs ",4,4,618,1834,70
"Wyoming","WY","Johnson ",17,17,908,3334,84
"Wyoming","WY","Laramie ",60,60,16070,24549,808
"Wyoming","WY","Lincoln ",18,18,1823,6485,217
"Wyoming","WY","Natrona ",46,46,8144,17573,547
"Wyoming","WY","Niobrara ",6,6,244,1017,27
"Wyoming","WY","Park ",29,29,3757,10838,305
"Wyoming","WY","Platte ",13,13,1407,2993,126
"Wyoming","WY","Sheridan ",29,29,4450,10169,275
"Wyoming","WY","Sublette ",9,9,936,3316,76
"Wyoming","WY","Sweetwater ",36,36,5762,10360,440
"Wyoming","WY","Teton ",18,18,7472,4567,216
"Wyoming","WY","Uinta ",11,11,2317,5759,238
"Wyoming","WY","Washakie ",5,5,1042,2956,62
"Wyoming","WY","Weston ",8,8,658,2618,92
